"name","yrnom","posit","recess","success","id","analu","seatid","spaethid","zukid","birdate","biryear","birthcit","birthst","childcit","childst","childsur","famses","famjud","nomrelig","natorig","race","gender","mothname","fathname","fathoccu","fathpol","fathpoln","undsch","undsta","unddat","undschn","gradsch","gradsta","graddat","gradschn","lawsch","lawsta","lawdat","lawschn","read","readst","readyr","readn","marryn","spouse","marryr","child","militbr","milityr1","milityr2","militran","militwar","clerkj","clerkyr1","clerkyr2","barst1","baryr1","barst2","baryr2","barst3","baryr3","privtyp1","privst1","privyrf1","privyrl1","privtyp2","privst2","privyrf2","privyrl2","schname1","schrank1","schyrf1","schyrl1","schname2","schrank2","schyrf2","schyrl2","schn","schcon","sttrist","sttriyr1","sttriyr2","stapst","stapyr1","stapyr2","stsupst","stsupyr1","stsupyr2","feddist","feddi","feddiyr1","feddiyr2","fedca","fedcayr1","fedcayr2","usasat","usasat1","usasat2","usat","usat1","usat2","ussgo1","ussgo2","ussg1","ussg2","usago1","usago2","usag1","usag2","uscab","uscab1","uscab2","ussec","ussec1","ussec2","usage","usage1","usage2","usagh","usagh1","usagh2","uspres1","uspres2","ushr1","ushryrf1","ushryrl1","ushr2","ushryrf2","ushryrl2","ussn1","ussnyrf1","ussnyrl1","ussn2","ussnyrf2","ussnyrl2","conconv","concong","concong1","concong2","artcon","artcon1","artcon2","artconsp","citat","citat1","citat2","cdep","cdep1","cdep2","cdis","cdis1","cdis2","saag","saag1","saag2","stag","stag1","stag2","ltgov","ltgov1","ltgov2","gov","gov1","gov2","stcab","stcab1","stcab2","mayor","mayor1","mayor2","stsenate","stsen1","stsen2","sthouse","sthse1","sthse2","ctycl","ctycl1","ctycl2","commsn","commsn1","commsn2","datenom","datesen","judnom","usjnom","stjnom","prsznom","prstnom","prposnom","prschnom","govatnom","uslenom","uslesnom","stlenom","stlesnom","stexpnom","stexsnom","usexnom","yrposnom","agenom","stnom","parnom","prparnom","prdssr","presname","prespart","nompres","socpres","econpres","congress","senparty","nomsen","ideo","mednmq1","medmq1","mednmq2","medmq2","qual","abarate","abavote","heardate","heardays","comdvote","comvote","intpro","intanti","sendate","senact","sensupp","senopp","serve","withdraw","dateserb","npart","nops","judgment","ndis","nconr","ncons","percrim","ncrim","percr","ncr","perfir","nfir","perunn","nunn","perecon","necon","perfed","nfed","perftax","nftax","datesere","agedep","reasdep","postdep","scssr","deathd","deathcit","deathst","deathag"
"Curtis, Benjamin Robbins",1851,1,1,888,59,1,"03.08",33,"888","11/04/1809",1809,193,21,193,21,3,3,1,6,4,0,0,"Robbins, Lois","Curtis, Benjamin",36,888,888,47,2,1829,1,888,888,888,888,47,2,1832,1,"888. NOMINEE DID NOT READ LAW",888,888,888,3,"Allen, Maria Malleville",1861,12,888,888,888,888,888,888,888,888,21,1832,888,888,888,888,1,21,1832,1834,3,21,1834,1851,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,21,1849,1851,888,888,888,888,888,888,"09/22/1851","RECESS APPT",888,888,888,888,888,888,888,888,888,888,1,21,888,888,888,2,41,21,7,888,"Woodbury, Levi",13,7,888,888,888,32,1,-0.266999989748001,888,888,888,888,888,777,777,777,"777. RECESS APPOINTMENT",777,"777. RECESS APPOINTMENT",777,777,777,"777. RECESS APPT",777,777,777,777,"777. RECESS APPOINTMENT","10/10/1851",448,51,0,9,0,4,0.555555582046509,9,0.592592597007751,27,77777,0,0,1,0.503649592399597,137,0.333333313465118,9,0.941176474094391,17,"777. UNCLEAR",42,13,9,"666. RECESS APPOINTEE REPLACED HIMSELF","09/15/1874",339,39,64
"Curtis, Benjamin Robbins",1851,1,0,1,60,2,"03.09",33,"888","11/04/1809",1809,193,21,193,21,3,3,1,6,4,0,0,"Robbins, Lois","Curtis, Benjamin",36,888,888,47,2,1829,1,888,888,888,888,47,2,1832,1,"888. NOMINEE DID NOT READ LAW",888,888,888,3,"Allen, Maria Malleville",1861,12,888,888,888,888,888,888,888,888,21,1832,888,888,888,888,1,21,1832,1834,3,21,1834,1851,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,21,1849,1851,888,888,888,888,888,888,"12/11/1851","12/11/1851",9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,42,21,7,888,"Woodbury, Levi",13,7,888,888,888,32,1,-0.266999989748001,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"12/23/1851",1,888,888,"12/23/1851",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","999. UNCLEAR",448,51,0,9,0,4,0.555555582046509,9,0.592592597007751,27,77777,0,0,1,0.503649592399597,137,0.333333313465118,9,0.941176474094391,17,"09/30/1857",47,4,777,"Clifford, Nathan","09/15/1874",339,39,64
"Bradford, Edward A.",1852,1,0,0,61,1,"09.04",888,"888","09/27/1813",1813,999,7,999,999,999,999,999,999,999,0,0,"999. UNKNOWN","999. UNKNOWN",999,999,999,117,2,999,1,999,999,999,999,999,999,999,999,"999. UNKNOWN",999,999,999,999,"999. UNKNOWN",999,999,999,999,999,999,999,888,888,888,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,888,888,888,888,888,888,888,999,999,999,999,999,999,888,888,888,888,999,999,888,888,999,999,999,888,888,888,999,999,999,999,999,999,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,"08/16/1852","08/21/1852",888,888,888,5,18,888,888,888,888,888,888,888,888,888,888,999,38,18,7,888,"McKinley, John",13,7,888,888,888,32,1,-0.266999989748001,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"08/30/1852",1,888,888,"08/31/1852",5,666,666,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","11/22/1872",520,57,69
"Badger, George E.",1853,1,0,0,62,1,"09.05",888,"888","04/17/1795",1795,300,33,300,33,3,4,0,11,4,0,0,"Cogdell, Lydia","Badger, Thomas",20,888,888,117,1,1811,1,888,888,888,888,888,888,888,888,"Stanley, John",33,1814,1,3,"Williams, Delia Haywood",1836,9,15,1814,1814,11,2,888,888,888,33,1814,888,888,888,888,1,33,1816,1820,1,33,1841,1846,888,888,888,888,888,888,888,888,888,888,33,1820,1825,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,16,1841,1841,888,888,888,888,888,888,888,888,888,888,888,888,888,888,33,1846,1853,777,777,777,0,888,888,888,888,888,888,888,888,888,888,888,888,888,33,1814,1816,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,33,1816,1820,888,888,888,888,888,888,"01/03/1853","01/10/1853",888,888,888,888,888,888,888,888,2,33,888,888,888,888,888,7,57,33,7,3,"McKinley, John",13,7,888,888,888,32,1,-0.266999989748001,888,888,888,888,888,888,888,888,"888. NO REFERRAL",888,"888. NO REFERRAL",888,888,888,"02/11/1853",3,25,26,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","05/11/1866",301,33,71
"Micou, William C.",1853,1,0,0,63,1,"09.06",888,"888","999. UNKNOWN",1806,999,18,999,999,999,999,999,999,999,0,0,"999. UNKNOWN","999. UNKNOWN",999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,"999. UNKNOWN",999,999,999,999,"999. UNKNOWN",999,999,999,999,999,999,999,888,888,888,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,888,888,888,888,888,888,888,999,999,999,999,999,999,888,888,888,888,999,999,888,888,999,999,999,888,888,888,999,999,999,999,999,999,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,"02/14/1853","02/24/1853",888,888,888,5,18,888,888,888,888,888,888,888,888,888,888,999,47,18,7,888,"McKinley, John",13,7,888,888,888,32,1,-0.266999989748001,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"666. NO RECORD OF VOTE/ACT",666,888,888,"888. NO RECORD OF ACTION",888,888,888,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","04/16/1854",138,18,48
"Campbell, John Archibald",1853,1,0,1,64,1,"09.07",34,"888","06/24/1811",1811,72,10,72,10,3,4,1,6,22,0,0,"Williamson, Mary","Campbell, Duncan",20,11,1,111,1,1828,2,888,888,888,888,888,888,888,888,"Self taught",10,1829,777,1,"Goldthwaite, Anna Esther",999,5,888,888,888,888,888,888,888,888,10,1829,888,888,888,888,3,1,1830,1836,3,1,1837,1852,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,1,1837,1837,888,888,888,888,888,888,"03/21/1853","03/21/1853",888,888,888,1,1,888,888,888,888,888,888,888,888,888,888,22,41,1,1,888,"McKinley, John",14,1,0.263000011444092,888,888,33,1,-0.26350000500679,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"03/22/1853",1,888,888,"03/22/1853",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","04/11/1853",621,90,0,16,3,3,0.545454502105713,11,0.592592597007751,27,77777,0,0,1,0.562162220478058,185,0.611111104488373,18,0.611111104488373,18,"04/30/1861",49,10,10,"Davis, David","03/12/1889",160,20,77
"Clifford, Nathan",1857,1,0,1,65,1,"03.10",35,"888","08/18/1803",1803,242,29,999,29,2,1,0,14,4,0,0,"Simpson, Lydia","Clifford, Nathaniel",38,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"Quincy, Josiah",29,1827,1,1,"Ayer, Hannah",1828,6,888,888,888,888,888,888,888,888,29,1827,888,888,888,888,1,19,1827,1834,3,19,1849,1857,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,777,777,1846,1848,23,1848,1849,888,888,888,888,888,888,888,888,888,888,888,19,1839,1843,777,777,777,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,19,1834,1838,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,19,1830,1834,888,888,888,888,888,888,"12/09/1857","12/09/1857",888,888,888,3,19,888,888,888,888,888,888,888,888,888,888,8,54,19,1,888,"Curtis, Benjamin Robbins",15,1,-0.721000015735626,888,888,35,1,-0.346500009298325,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"01/06/1858",1,888,888,"01/12/1858",2,26,23,1,"888. NOMINATION NOT WITHDRAWN","01/21/1858",3361,408,0,66,4,5,0.48333328962326,60,0.535714328289032,140,0.666666686534882,6,0.666666686534882,3,0.611545979976654,1022,0.583333313465118,72,0.664122104644775,131,"07/25/1881",77,3,777,"Gray, Horace","07/25/1881",148,19,77
"Black, Jeremiah S.",1861,1,0,0,66,1,"05.07",888,"888","01/10/1810",1810,328,38,328,38,1,5,1,4,23,0,0,"Sullivan, Mary","Black, Henry",15,5,3,888,888,888,888,888,888,888,888,888,888,888,888,"Forward, Chauncey",38,1830,1,1,"Forward, Mary",1836,5,888,888,888,888,888,888,888,888,38,1830,888,888,888,888,1,38,1830,1842,777,777,777,777,888,888,888,888,888,888,888,888,888,888,38,1842,1851,888,888,888,38,1851,1857,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,777,777,1857,1860,888,888,888,23,1860,1861,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,38,1831,999,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"02/05/1861","02/06/1861",888,888,888,888,888,888,888,888,888,888,888,888,888,888,8,1,51,38,1,888,"Daniel, Peter Vivian",15,1,-0.721000015735626,888,888,36,6,-0.264999985694885,888,888,888,888,888,888,888,888,"888. NO REFERRAL",888,"888. NO REFERRAL",888,888,888,"02/21/1861",4,25,26,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","08/19/1883",331,38,73
"Swayne, Noah Haynes",1862,1,0,1,67,1,"07.05",36,"888","12/07/1804",1804,390,46,390,46,2,3,0,12,4,0,0,"Smith, Rebecca","Swayne, Joshua",13,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"Brooks, Francis",46,1823,2,1,"Wager, Sarah Ann",1832,5,888,888,888,888,888,888,888,888,46,1823,888,888,888,888,1,35,1825,1839,3,35,1853,1861,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,11,1830,1841,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,35,1826,1829,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,35,1830,1830,310,1834,1834,888,888,888,"01/21/1862","01/22/1862",888,888,888,3,35,888,888,888,888,888,888,888,888,888,888,21,57,35,6,1,"McLean, John",16,6,0.47299998998642,888,888,37,6,0.0320000015199184,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"01/24/1862",1,888,888,"01/24/1862",2,38,1,1,"888. NOMINATION NOT WITHDRAWN","01/27/1862",3115,346,0,10,1,3,0.483871012926102,62,0.537313401699066,134,0.5,6,0.666666686534882,3,0.624869406223297,957,0.54237288236618,59,0.633587777614594,131,"01/24/1881",76,2,777,"Matthews, Stanley","06/08/1884",282,32,79
"Miller, Samuel Freeman",1862,1,0,1,68,1,"05.08",37,"888","04/05/1816",1816,127,17,123,17,1,2,0,14,13,0,0,"Freeman, Patsy","Miller, Frederick",38,888,888,99,2,1838,1,888,888,888,888,888,888,888,888,"Self taught",17,1847,777,2,"Reeves, Elizabeth Winter",1857,5,888,888,888,888,888,888,888,888,17,1847,888,888,888,888,3,17,1847,1850,3,15,1854,1862,888,888,888,888,888,888,888,888,888,888,17,1844,1844,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"07/16/1862","07/16/1862",888,888,888,3,15,888,888,888,888,888,888,888,888,888,888,15,46,15,6,7,"Daniel, Peter Vivian",16,6,0.47299998998642,888,888,37,6,0.0320000015199184,888,888,888,888,888,888,888,888,"888. NO REFERRAL",888,"888. NO REFERRAL",888,888,888,"07/16/1862",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","07/21/1862",5616,623,0,70,2,8,0.487179487943649,156,0.546712815761566,289,0.363636404275894,11,0.5,4,0.627808094024658,1647,0.516129016876221,93,0.553718984127045,242,"10/13/1890",74,3,777,"Brown, Henry Billings","10/13/1890",55,51,74
"Davis, David",1862,1,1,888,69,1,"09.08",38,"888","03/09/1815",1815,163,20,163,20,2,3,0,10,10,0,0,"Mercer, Ann","Davis, David",26,888,888,58,2,1832,1,888,888,888,888,117,1,1835,1,"Bishop, Henry W.",21,1834,1,2,"Burr, Adeline",1883,2,888,888,888,888,888,888,888,888,13,1835,888,888,888,888,1,13,1835,1836,1,13,1836,1848,888,888,888,888,888,888,888,888,888,888,13,1848,1862,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,13,1845,1847,888,888,888,10,1847,1847,"10/17/1862","RECESS APPT",8,888,13,888,888,888,888,888,888,888,888,888,888,888,888,14,47,13,6,7,"Campbell, John Archibald",16,6,0.47299998998642,888,888,37,6,0.0320000015199184,888,888,888,888,888,777,777,777,"777. RECESS APPOINTMENT",777,"777. RECESS APPOINTMENT",777,777,777,"777. RECESS APPT",777,777,777,777,"777. RECESS APPOINTMENT","999. UNCLEAR",2030,197,0,12,0,2,0.451612889766693,31,0.444444388151169,72,0.25,4,77777,0,0.63193279504776,595,0.550000011920929,40,0.712499976158142,80,"12/10/1862",47,13,9,"666. RECESS APPOINTEE REPLACED HIMSELF","06/26/1886",81,13,71
"Davis, David",1862,1,0,1,70,2,"09.09",38,"888","03/09/1815",1815,163,20,163,20,2,3,0,10,10,0,0,"Mercer, Ann","Davis, David",26,888,888,58,2,1832,1,888,888,888,888,117,1,1835,1,"Bishop, Henry W.",21,1834,1,2,"Burr, Adeline",1883,2,888,888,888,888,888,888,888,888,13,1835,888,888,888,888,1,13,1835,1836,1,13,1836,1848,888,888,888,888,888,888,888,888,888,888,13,1848,1862,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,13,1845,1847,888,888,888,10,1847,1847,"12/01/1862","12/03/1862",9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,47,13,6,7,"Campbell, John Archibald",16,6,0.47299998998642,888,888,37,6,0.0320000015199184,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"12/05/1862",1,888,888,"12/08/1862",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","12/10/1862",2030,197,0,12,0,2,0.451612889766693,31,0.444444388151169,72,0.25,4,77777,0,0.63193279504776,595,0.550000011920929,40,0.712499976158142,80,"03/04/1877",61,10,7,"Harlan, John Marshall (I)","06/26/1886",81,13,71
"Field, Stephen Johnson",1863,1,0,1,71,1,"10.01",39,"888","11/04/1816",1816,40,7,192,21,3,4,0,6,4,0,0,"Dickinson, Submit","Field, David Dudley",10,888,888,115,2,1837,1,888,888,888,888,888,888,888,888,"Van Buren, John",32,1840,2,1,"Swearingen, Virginia",1859,0,888,888,888,888,888,888,888,888,32,1841,888,888,888,888,3,32,1841,1848,1,5,1850,1857,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,5,1857,1863,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,14,1850,1850,888,888,888,5,1850,1851,888,888,888,888,888,888,"03/06/1863","03/07/1863",6,888,5,888,888,888,888,888,888,888,888,888,888,888,888,6,46,5,1,888,"NEWLY CREATED SEAT",16,6,0.47299998998642,888,888,38,6,0.137500002980232,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"03/09/1863",1,888,888,"03/10/1863",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","05/20/1863",7400,554,0,84,10,13,0.44479501247406,317,0.540470004081726,383,0.476190507411957,21,0.5,4,0.626984119415283,2142,0.491525411605835,118,0.518072307109833,332,"12/01/1897",81,2,777,"McKenna, Joseph","04/09/1899",55,51,82
"Chase, Salmon Portland",1864,0,0,1,72,1,"01.09",40,"888","01/13/1808",1808,237,29,240,29,3,3,0,6,8,0,0,"Ralston, Janette","Chase, Ithamar",40,12,1,31,2,1826,1,888,888,888,888,888,888,888,888,"Wirt, William",51,1830,1,3,"Ludlow, Sarah Belle Dunlop",1846,6,888,888,888,888,888,888,888,888,35,1830,888,888,888,888,1,35,1830,1835,3,35,1835,1849,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,24,1861,1864,888,888,888,888,888,888,888,888,888,888,888,888,888,888,35,1849,1855,35,1861,1861,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,35,1856,1860,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"12/06/1864","12/06/1864",888,888,888,888,888,888,888,888,888,888,888,888,888,888,11,3,56,35,6,7,"Taney, Roger Brooke",16,6,0.47299998998642,888,888,38,6,0.137500002980232,888,888,888,888,888,888,888,888,"888. NO REFERRAL",888,"888. NO REFERRAL",888,888,888,"12/06/1864",1,666,666,1,"888. NOMINATION NOT WITHDRAWN","12/15/1864",1093,216,0,10,0,5,0.352941185235977,17,0.657142877578735,35,0.333333313465118,3,77777,0,0.58477509021759,289,0.481481492519379,27,0.657142877578735,35,"05/07/1873",65,3,777,"Waite, Morrison Remick","05/07/1873",282,32,65
"Stanbery, Henry",1866,1,0,0,73,1,"08.02",888,"888","02/20/1803",1803,282,32,282,32,5,4,0,10,999,0,0,"Seaman, Ann Lucy","Stanbery, Jonas",26,888,888,109,2,1819,1,888,888,888,888,888,888,888,888,"Granger, Ebenzer",35,1824,2,2,"Bond, Cecilia",999,5,888,888,888,888,888,888,888,888,35,1824,888,888,888,888,3,35,1824,1846,3,35,1851,1866,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,777,777,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,35,1846,1851,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,5,1850,1850,"04/16/1866","04/16/1866",888,888,888,1,35,888,888,888,888,888,888,888,888,888,888,14,63,35,6,888,"Catron, John",17,1,888,888,888,39,6,0.238000005483627,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"666. NO RECORD OF VOTE/ACT",666,888,888,"888. NO RECORD OF ACTION",888,888,888,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","06/26/1881",282,32,78
"Hoar, Ebenezer R.",1869,1,0,0,74,1,"06.06",888,"888","02/21/1816",1816,179,21,179,21,3,5,0,14,4,0,0,"Sherman, Sara","Hoar, Samuel",20,5,2,47,2,1835,1,888,888,888,888,47,2,1839,1,"Hoar, Samuel",21,1837,1,1,"Brooks, Caroline Downes",1840,7,888,888,888,888,888,888,888,888,21,1839,888,888,888,888,1,21,1839,1849,777,777,777,777,888,888,888,888,888,888,888,888,888,888,21,1849,1855,888,888,888,21,1859,1869,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,777,777,1869,1869,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,0,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,888,21,1846,1849,888,888,888,888,888,888,888,888,888,"12/14/1869","12/15/1869",888,888,888,888,888,888,888,3,888,888,888,888,888,888,888,1,53,21,6,7,"Wayne, James Moore",18,6,0.187000006437302,888,888,41,6,0.269499987363815,888,888,888,888,888,888,888,888,"666. NO RECORD OF HEARING",666,"12/22/1869",3,888,888,"02/03/1870",4,24,33,3,"888. NOMINATION NOT WITHDRAWN","888. NOT CONFIRMED OR DIDN'T SERVE",88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,88888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE",888,888,888,"888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE","01/31/1895",179,21,79
